text	intent
有關於東航從波士頓到丹佛航班	容量
從拉斯維加斯到紐約直飛TWA和票價	飛行
讓我知道從費城到辛辛那提的航班	飛行
從華盛頓到舊金山的所有航班2後離開	飛行
I'd喜歡從華盛頓飛往美國聯合航空公司丹佛	飛行
告訴我從邁阿密到紐約的所有航班	飛行
給我從匹茲堡飛往巴爾的摩的航班	飛行
告訴我從匹茲堡飛往巴爾的摩其中下午3點以後離開週四的所有航班	飛行
我需要從亞特蘭大到北卡羅萊納州夏洛特下週一航班	飛行
什麼地面交通有從丹佛	飛行
我想從波士頓到丹佛在丹佛到達日上午9點星期三早上或9點星期三早上航班	飛行
讓我從圣迭戈到邁阿密一種方式最便宜的票價	飛行
告訴我美國的航班從波士頓到華盛頓特區	機票
I'd想知道從波士頓到佐治亞州亞特蘭大最早航班	飛行
告訴我從紐約到邁阿密留在一個星期二的所有航班，並告訴我從邁阿密的所有航班到紐約留下週日	飛行
什麼是EWR	飛行
我希望看到從亞特蘭大到巴爾的摩最便宜的航班	縮寫
什麼航班有從紐約到拉斯維加斯	飛行
找我從波士頓到丹佛最早的航班，供應早餐	飛行
對美國一流飛往舊金山下星期二	飛行
告訴我從波士頓到丹佛的所有航班	飛行
什麼地面交通在明尼阿波利斯可用	飛行
有沒有可從匹茲堡機場豪華轎車服務	飛行
費城到舊金山週一	飛行
什麼都在波士頓和奧克蘭之間最便宜的單程票價的限制	飛行
從華盛頓到費城飛行清晨倍，美國的航空航班信息	限制
告訴我從巴爾的摩到達拉斯所有可用的航班經濟艙票價	飛行
巴爾的摩費城	飛行
是否有任何其他的城市，我可以從波士頓飛往達拉斯通過，我可以在早晨起床航班早於1017	飛行
我需要的航班信息離開亞特蘭大和巴爾的摩抵達星期一	市
從丹佛列表發車時間到費城這是晚於10點和早於下午2點	飛行
告訴我從巴爾的摩到奧克蘭的最新航班晚餐	飛行時間
在奧克蘭地面運輸	飛行
哪些呢票價代碼QO平均	飛行
並中西部快捷服務印第安納波利斯	縮寫
列出從亞特蘭大到巴爾的摩週四上午的所有航班	飛行
讓我從沃思堡丹佛的美國航空公司航班上的7月11日的晚上	飛行
什麼地面交通可在亞特蘭大機場	飛行
列出從邁阿密到克利夫蘭我們所有空氣的航班將在週日下午	飛行
請列出從達拉斯飛往匹茲堡的所有航班七月四日1991	飛行
給我從邁阿密到紐約使用塔空氣的航班	飛行
不航班DL 1083從費城到丹佛飛星期六	飛行
有哪些不同類型的服務和價格對我們的空氣	飛行
我想一個航班從波士頓到達舊金山在亞特蘭大停留離開	機票
什麼是從孟菲斯到拉斯維加斯最早的航班	飛行
I'd想有航班從丹佛飛往匹茲堡	飛行
告訴我第一德爾塔航空公司飛行類	飛行
什麼是供應早餐匹茲堡和丹佛之間的最早的航班	飛行
好吧，我想從亞特蘭大飛往費城	飛行
找到下午10時前，從巴爾的摩的往返航班匹茲堡下午8時之後的行程安排	飛行
我想從波士頓飛往費城下週四	飛行
從舊金山最低票價奧蘭多	飛行
你可以請找我從波士頓到奧克蘭最早的航班	機票
你可以了解在亞特蘭大可用的地面交通	飛行
波士頓和舊金山之間各航空公司飛什麼是最早的航班	飛行
列出所有華盛頓和丹佛之間飛行的航空公司	飛行
什麼是對大陸1291往返票價從丹佛飛往舊金山和回報	航空公司
從紐約到拉斯維加斯直飛航班上週日	機票
什麼是最早的航班離開丹佛和美國聯合航空公司在巴爾的摩抵達一流的七月四日	飛行
我需要從波士頓去丹佛，然後到舊金山	飛行
確實有東部從波士頓到舊金山午後飛行	飛行
讓我看看華盛頓附近的機場	飛行
給我從丹佛飛往巴爾的摩的航班	飛機場
什麼從鳳凰城到拉斯維加斯的航班上週六	飛行
告訴我出今天波士頓的所有航班	飛行
什麼是票價代碼F平均	飛行
從什麼伯班克到密爾沃基的航班離開伯班克的明天	縮寫
其中週二3和5點之間抵達波士頓和費城的特價機票	飛行
告訴我，從亞特蘭大到波士頓航班	飛行
我需要一個航班亞特蘭大今天下午	飛行
什麼是從舊金山去的一種方式來奧克蘭十一月十七票價	飛行
有大陸航班從拉斯維加斯離開紐約直飛	機票
告訴我從紐約所有一流的票價邁阿密留下一個星期二	飛行
I'd喜歡從聖地亞哥到多倫多航班在阿拉斯加航空公司下午1時左右離開	機票
什麼是UA	飛行
顯示我的所有一流的價格從達拉斯到巴爾的摩	縮寫
從克里夫蘭到邁阿密的航班	機票
達拉斯地面交通	飛行
告訴我從亞特蘭大到巴爾的摩航班	縮寫
列出週三的所有航班會從波士頓到亞特蘭大下午6點後	飛行
什麼航班做你已經離開波士頓去舊金山	飛行
給我從亞特蘭大到華盛頓特區0900臨走週四航班信息	飛行
是什麼從亞特蘭大到波士頓在下午的航班	飛行
你有沒有從鹽湖城到ST飛行。聖彼得堡	飛行
我想從波士頓到丹佛的航班，在匹茲堡停止	飛行
我感興趣的最低票價從華盛頓到沃斯堡	飛行
列出在米切爾將軍國際的所有航班	機票
列出從紐約到拉斯維加斯是從孟菲斯到拉斯維加斯週日和列表航班，週日直飛直飛航班全部	飛行
什麼呢EWR平均	飛行
告訴我從舊金山飛往匹茲堡的航班在星期一是一流的	縮寫
我想在提前一天飛到舊金山	飛行
給我丹佛和奧克蘭之間的航班??列表	飛行
什麼是一天離開達拉斯舊金山最新的頭等艙飛行	飛行
什麼才是最新的航班上，我可以從達拉斯到波士頓	飛行
I'd喜歡對從丹佛飛往亞特蘭大的車票的一些信息在匹茲堡停止	飛行
什麼是達拉斯和巴爾的摩之間的最廉價的飛行教練離開八月十	機票
你必須在645上午前往華盛頓起飛的航班波士頓	飛行
請列出從密爾沃基到聖何塞週三美國航空公司航班	飛行
I'd喜歡留在亞特蘭大下午在費城下午5時抵達	飛行
有沒有從巴爾的摩飛往舊金山與TWA在丹佛停止	飛行
什麼是我的餐點從波士頓到丹佛	飛行
I'd喜歡從波士頓去匹茲堡找到最便宜的航班	膳食
你有沒有從波士頓到華盛頓美聯航航班	飛行
距離達拉斯機場到達拉斯市中心有地面交通	飛行
從邁阿密到紐約的所有航班	航班機票+
波士頓和奧克蘭之間的名單可能往返航班，每天	飛行
什麼呢EWR平均	飛行
列出從奧蘭多到堪薩斯城的最便宜的往返航班	縮寫
你可以列出從多倫多到聖地亞哥的所有航班	飛行
我可以採取什麼樣的地面運輸到波士頓	飛行
什麼是從波士頓到華盛頓的航班最早於八月第二十七	飛行
列出從奧蘭多飛往堪薩斯城的往返航班	飛行
我想在早晨華盛頓你們最早的航班從費城美國航空公司的時間	飛行
請告訴我，波士頓和費城下週四之間的航班	飛行時間
讓我知道從丹佛是中午前後到達巴爾的摩的航班，並從邁阿密的所有航班	飛行
讓我看看波士頓和丹佛之間的航空公司	飛行
該航空公司通過其他城市從波士頓飛往華盛頓	航空公司
我需要知道從亞特蘭大航班列表	航空公司
我可以帶一個航空公司從洛杉磯到夏洛特紐瓦克回到洛杉磯	飛行
該航空公司提供匹茲堡	航空公司
從亞特蘭大機場到亞特蘭大市中心有交通	航空公司
告訴我，從圣迭戈到紐瓦克的休斯頓方式航班	航空公司
給我一份有票價上月第二十七個從印第安納波利斯到奧蘭多航班	飛行
I'd像巴爾的摩返程航班波士頓	飛行
我需要從舊金山到匹茲堡，然後匹茲堡到紐約飛行和紐約到舊金山	飛行
什麼是最後一個航班亞特蘭大從巴爾的摩	飛行
七月十三對美國早期的航班從費城到舊金山	飛行
讓我從聖地亞哥到舊金山西南航空公司的所有航班	飛行
請你告訴我丹佛和達拉斯之間的所有航班工作日	飛行
列出使用美國航空公司的奧克蘭和波士頓之間的所有的每日航班	飛行
列出所有從亞特蘭大到費城的航班八月第一	飛行
列表類型飛機的連接波士頓和舊金山	飛行
我需要從費城到丹佛航班	飛機
什麼樣的限制AP68	飛行
給我頭等艙機票從巴爾的摩到達拉斯	限制
我想從巴爾的摩美國航空公司飛往舊金山	機票
從辛辛那提到美國休斯敦飛行4400	飛行
我需要從紐約市到蒙特利爾週四飛行可能6	飛行
我想預定在下午晚些時候首先從洛杉磯到匹茲堡月飛行	飛行
第一像I'd從費城飛到達拉斯和從達拉斯飛到舊金山	飛行
告訴我從紐約飛往邁阿密的航班	飛行
告訴我從愛場離開航班	飛行
I'd喜歡購買經濟艙機票從丹佛飛往亞特蘭大的航班	飛行
我想從費城到舊金山的航班	機票
是什麼從舊金山到費城的所有航班在匹茲堡站	飛行
有多少是來自華盛頓的經濟艙機票到舊金山九月三十	飛行
巴爾的摩和華盛頓之間的航班	機票
什麼是票價從波士頓前往達拉斯 - 沃斯堡十一月十七一種方式	飛行
讓我從鳳凰城的所有航班密爾沃基下週三	機票
請列出從多倫多到華盛頓的航班	飛行
所有飛往舊金山的航班離開華盛頓特區是一流的	飛行
我想知道從丹佛飛往奧克蘭最便宜的方式	飛行
告訴我從波士頓飛往丹佛的航班早在星期二上午	飛行
告訴我從紐約到邁阿密在週二與往返車費932下的所有美元航班	飛行
I'd像從丹佛飛往舊金山的航班上聯合航空信息	飛行
告訴我從亞特蘭大到丹佛週一航班	飛行
告訴我從波士頓飛往匹茲堡的航班	飛行
什麼航班，明天有從塔科馬到聖何塞	飛行
告訴我從達拉斯到巴爾的摩的特價機票	飛行
告訴我從費城到巴爾的摩的航班	飛行
列出所有航空公司該服務丹佛	飛行
什麼是豪華轎車服務在洛根機場的費用	航空公司
紐約和邁阿密之間的所有往返航班是頭等艙	飛行
什麼才是從BWI最低往返票價任何城市	飛行
I'米從丹佛開始	機票
讓我從舊金山亞特蘭大和匹茲堡達拉斯的所有航班	飛行
什麼才是從聖何塞到休斯敦的最新航班	飛行
告訴我往返機票從巴爾的摩到亞特蘭大	飛行
美聯航在丹佛停止	機票
我就需要租車在亞特蘭大機場，你可以告訴我什麼是可用	飛行
什麼樣的地面交通。有一次我到達拉斯	飛行
我想從亞特蘭大飛往丹佛九月十五	飛行
在7月24日三分之一的美國航空公司飛往舊金山的航班從費城	飛行
告訴我明天從舊金山飛往匹茲堡的所有航班	飛行
什麼是從坦帕到密爾沃基明天最早的航班	飛行
我需要從紐瓦克飛往坦帕上週五航班	飛行
I'd喜歡再看到票價代碼QX	飛行
租賃汽車在華盛頓特區	縮寫
坦帕和ST之間的航班??。路易	飛行
告訴我在西雅圖的地面運輸	飛行
哪些航班可以從匹茲堡飛往波士頓上週六	機票
什麼航班都可以週六從達拉斯舊金山	飛行
告訴我從丹佛飛往巴爾的摩或華盛頓之前或中午前後到達航班	飛行
請列出飛行時間從紐瓦克飛往波士頓	飛行
什麼是票價亞特蘭大和DFW之間的航班	飛行時間
從費城到舊金山週四航班列表	機票
並中西部快捷服務巴爾的摩	飛行
我想丹佛飛往匹茲堡	飛行
我要飛從達拉斯到費城	飛行
告訴我從亞特蘭大到奧克蘭是留在下午和晚上430和630點之間到達的直飛航班	飛行
請列出所有航班西北到丹佛	飛行
秀達拉斯航班頭等艙的美國費城	飛行
什麼是這些航班的價格	飛行
我想知道我可以從華盛頓到舊金山的最新航班的時間在那裡我能得到一頓晚飯	機票
告訴我從丹佛飛往舊金山週三航班	飛行時間
告訴我田納西州孟菲斯和拉斯維加斯之間的航班	飛行
有來自匹茲堡週四晚上飛往舊金山的美國空氣	飛行
I'd想訂於七月二十從匹茲堡到亞特蘭大最便宜的單程航班	飛行
列出所有從納什維爾飛往西雅圖的航班	飛行
什麼是由美國航空公司提供亞特蘭大和DFW之間的航班??票價	飛行
是什麼從費城週日丹佛的所有航班	機票
有多少航班舊金山和費城之間是存在於八月十八	飛行
我想預訂機票，從孟菲斯前往拉斯維加斯	數量
什麼地面交通可從匹茲堡機場鎮	飛行
從紐約市飛往蒙特利爾的航班	飛行
有多少是從丹佛飛往匹茲堡最便宜的航班	飛行
該航空公司提供華盛頓和丹佛之間的直飛航班	機票
描述在達拉斯地面交通	航空公司
什麼是從波士頓到丹佛航班的成本	飛行
從坦帕何去何從航班夏洛特週日	機票
什麼航班確實美國航空公司有從波士頓到達拉斯	飛行
票價從達拉斯到巴爾的摩	飛行
早上的飛機從達拉斯到亞特蘭大	機票
在那裡，從費城到丹佛任何的直飛航班是下午5點之前到達	飛行
什麼是EWR	飛行
該航班波士頓和巴爾的摩華盛頓之間	縮寫
請給我從丹佛飛往巴爾的摩的美國聯合航空公司航班是頭等艙機票，請	飛行
飛機的類型從費城首飛到達拉斯早晨用什麼	飛行
什麼交通可從達拉斯機場到市區	飛機
什麼是最早的航班離開波士頓前往華盛頓九月第三	飛行
告訴我，飛從舊金山到波士頓的航空公司	飛行
從夏洛特到我們去任何地方的所有機票Air下午1點左右	航空公司
該航空公司有堪薩斯城芝加哥的直飛航班	飛行
我需要從芝加哥到達拉斯六月十五航班上大陸	航空公司
從納什維爾飛往西雅圖的航班	飛行
什麼三角洲離開波士頓亞特蘭大	飛行
告訴我，從亞特蘭大到匹茲堡最廉價的單程航班	飛行
列出所有在米切爾將軍國際到達從各城市的航班	飛行
請列出在匹茲堡汽車租賃信息	飛行
哪些航班可星期四下午從巴爾的摩到亞特蘭大	機票
告訴我達拉斯飛往波士頓的航班	飛行
我需要一個航班離開匹茲堡下週一在沃思堡上午抵達前10	飛行
什麼航空公司從波士頓飛往舊金山	飛行
告訴我，從奧克蘭到達拉斯在週日航班	航空公司
告訴我飛行的EA 212的從亞特蘭大價格華盛頓	飛行
什麼航班有從亞特蘭大到奧克蘭週四在飛機餐	機票
是什麼從丹佛飛往匹茲堡的最便宜的往返航班	飛行
是什麼密爾沃基到奧蘭多航班上週三	飛行
我需要從多倫多到蒙特利爾的航班上週五凌晨到達蒙特利爾	飛行
告訴我從達拉斯到巴爾的摩航班	飛行
什麼地面交通丹佛可用	飛行
大約在下午12和4之間在匹茲堡抵達東航航班什麼	飛行
從匹茲堡何去何從飛往紐瓦克305後，在下午	飛行
什麼是從波士頓到舊金山航班的成本	飛行
我想從巴爾的摩到達拉斯在星期二清晨航班信息	機票
我感興趣的一個航班從匹茲堡飛往亞特蘭大	飛行
告訴我從紐瓦克飛往西雅圖最早的航班	飛行
你能告訴我什麼早晨航班從奧克蘭到丹佛上午10點前	飛行
波士頓匹茲堡週三	飛行
從巴爾的摩和華盛頓任何在丹佛停留要去舊金山	飛行
什麼是舊金山和波士頓之間提供的最新飛行	飛行
給我最新的航班明天American Airlines從密爾沃基到塔科馬	飛行
你從費城有一到丹佛	飛行
什麼是從克里夫蘭到印第安納波利斯的航班上週三可能第十二在任TWA三角洲或大陸	飛行
從多倫多到亞特蘭大下午	飛行
告訴我從丹佛飛往亞特蘭大的航班	飛行
來自達拉斯的所有航班和票價	飛行
什麼是從波士頓車費舊金山聯合航空公司航班21	航班機票+
找到從波士頓到舊金山最便宜的單程票價	機票
顯示我的所有到達從其他機場的愛情領域航班	機票
從列出亞特蘭大北卡羅萊納州夏洛特即離開下週一所有航班	飛行
上月第三十一個波士頓和亞特蘭大之間的航班??是什麼	飛行
我想從波士頓到丹佛TWA航班	飛行
我想從洛杉磯到匹茲堡航班下午3點前到達週二	飛行
美國匹茲堡771到費城是什麼票價	飛行
讓我在7月24日首先在從波士頓晚上DC提供的最後一次飛行	機票
我想，上午10點前抵達巴爾的摩從匹茲堡到巴爾的摩週四航班列表	飛行
我想從華盛頓一個下午的航班波士頓八月二十	飛行
列出從奧蘭多飛往堪薩斯城的所有往返航班	飛行
讓我離開費城下午，抵達晚上在丹佛的航班	飛行
告訴我從華盛頓到波士頓的航班下午	飛行
什麼地面交通有亞特蘭大	飛行
該航班離開伯班克中午後在丹佛下午6時抵達	飛行
費城飛往達拉斯週六	飛行
我想在早晨波士頓和華盛頓之間早點去	飛行
舊金山匹茲堡週五	飛行
顯示從巴爾的摩到達拉斯其中下午4點以後留下的所有航班	飛行
從紐瓦克新澤西飛往克里夫蘭的航班	飛行
I'd喜歡再看到從丹佛飛往費城的航班	飛行
我想就從丹佛飛往舊金山週三中午航班信息後	飛行
航班從達拉斯到密爾沃基	飛行
飛從達拉斯到巴爾的摩	飛行
告訴我，當天下午離開從費城飛往丹佛的航班列表	飛行
讓我從丹佛是去匹茲堡，然後亞特蘭大的航班	飛行
讓我從舊金山到波士頓的航班	飛行
請列出丹佛和波士頓之間只有團結航空公司航班	飛行
什麼才是從亞特蘭大到BWI最低往返票價	飛行
哪些呢限制美聯社57均值	機票
我需要從匹茲堡到紐約航班	縮寫
我期待從印第安納波利斯飛往奧蘭多的最低票價在十二月第二十七	飛行
什麼航班離開北卡羅萊納州夏洛特，並在亞利桑那州鳳凰城下午4點之前到達星期一	機票
亞特蘭大和波士頓之間的票價	飛行
顯示在丹佛地面交通	機票
什麼是航班的航班號，其通過印第安納波利斯從舊金山前往華盛頓	飛行
什麼是從波士頓最晚一班車到匹茲堡在七月第七	航班號
從亞特蘭大到華盛頓特區的航班上週四上午	飛行
什麼航班可以從匹茲堡找到舊金山上午9點之後	飛行
讓我從圣迭戈到紐瓦克的航班	飛行
從達拉斯到丹佛的航班什麼下午3點之後	飛行
從紐瓦克飛往克利夫蘭的每日航班	飛行
你有沒有從芝加哥飛往印第安納波利斯的任何航班	飛行
你有沒有從波士頓9點鐘飛往費城	飛行
什麼級別的服務確實有TWA	飛行
什麼航班你們有從丹佛達拉斯和匹茲堡到巴爾的摩	飛行
沒有任何一家航空公司有匹茲堡和巴爾的摩之間的飛機飛行	飛行
讓我從ST的航班。聖彼得堡鹽湖城當天中午之前到達	航空公司
什麼是最早的航班離開華盛頓到舊金山	飛行
是否有波士頓和達拉斯之間的任何美國聯合航空公司航班	飛行
什麼從聖航班。保羅堪薩斯城上週五隨餐	飛行
我想在大陸航空公司離開加利福尼亞州舊金山抵達賓夕法尼亞州匹茲堡航班	飛行
告訴我從丹佛飛往費城在週一航班	飛行
告訴我，從亞特蘭大到夏洛特下週一航班	飛行
我可以看到所有從克里夫蘭到達拉斯的航班	飛行
前上午10波士頓丹佛所有航班	飛行
什麼是亞特蘭大和達拉斯之間最便宜的商務艙航班	飛行
該航班上有週二從舊金山飛往匹茲堡	飛行
是什麼從印第安納波利斯到聖地亞哥的航班上週三第十二屆	飛行
I'd喜歡找從佛羅里達州邁阿密到內華達州拉斯維加斯飛行，將在週日下午4點之前到達	飛行
我想從波士頓到亞特蘭大的航班	飛行
我將在亞特蘭大，你能告訴我要住市中心兩小時的地面交通是什麼	飛行
從市中心丹佛機場出現地面交通	飛行
告訴我到舊金山1之前抵達航班	飛行時間
是什麼費城的航班和票價從波士頓	飛行
請告訴我團結波士頓和舊金山之間的直飛航班在晚上出發約5	航班機票+
我希望有一個航班始發於丹佛去匹茲堡和亞特蘭大以任何順序	飛行
讓我從舊金山到達拉斯的航班，請	飛行
我想晚上9點以後就知道了可離開匹茲堡舊金山出來的航班上週四晚	飛行
什麼是票價代碼H	飛行
列出所有著陸在米切爾將軍國際	縮寫
所有從克里夫蘭到紐瓦克的航班	飛行
確實我們的空氣是從多倫多飛往鹽湖城週一可能第三十一部分	飛行
請告訴我，從亞特蘭大到丹佛的航班	飛行
什麼才是從波士頓到華盛頓國際最早的航班，供應晚餐	飛行
什麼時候的飛機離開波士頓	飛行
告訴我從休斯敦到達拉斯直飛航班	飛行
給我任何能告訴我什麼頭等艙票價從匹茲堡飛往舊金山的航班上週一	飛行
給我看在波士頓地面交通	機票
告訴我從巴爾的摩到奧克蘭航班	飛行
我想從多倫多到聖地亞哥航班，在堪薩斯城站	飛行
從ST TWA航班497766。聖彼得堡與一站式可用明天上午密爾沃基	飛行
請名單統一在上午9點離開波士頓和丹佛之間的航班	飛行
告訴我從克利夫蘭到孟菲斯的航班	飛行
什麼從鳳凰城到密爾沃基出發鳳美國航空公司的航班下午6點後，週三	飛行
什麼是從多倫多國際機場到多倫多的距離	飛行
在那裡有從費城到舊金山的航班在達拉斯站的航空公司	距離
告訴我地在舊金山交通	航空公司
美國航空公司從沃思堡得克薩斯州費城信息	飛行
給我所有從紐約到邁阿密的往返航班與成本低於466美元	飛行
什麼是各種飛機，曼聯航空使用的座位	飛行
下週三次日返回堪薩斯城芝加哥留下什麼航班	容量
什麼是最低票價從丹佛飛往匹茲堡	飛行
你可以列出我的航班，週日休假奧克蘭和抵達達拉斯	機票
我想之前在週二12點預訂從巴爾的摩到舊金山航班	飛行
從丹佛飛往舊金山下午	飛行
在我們的空氣	飛行
什麼是最便宜的單程票價從波士頓到舊金山	航空公司
距離達拉斯機場到達拉斯市中心的達拉斯有地面交通	機票
什麼才是最小的飛機從匹茲堡飛往巴爾的摩十二月十七	機票
告訴我頭等艙機票單程坦帕聖。路易	飛機
你能告訴我從納什維爾到休斯敦晚上航班服務於晚餐	飛行
現在我需要航班從亞特蘭大離開，並在週三上午到達費城	飛行
好吧聽起來不錯咱們從亞特蘭大去四月二一個早晨達拉斯最便宜的票價單程	飛行
什麼樣的地面運輸在達拉斯可用	飛行
顯示從休斯敦到達拉斯下午航班	飛行
你能告訴我從達拉斯機場到達拉斯市中心地面運輸安排	飛行
I'd像最低票價從丹佛匹茲堡	飛行
給我從丹佛巴爾的摩抵達航班	機票
從丹佛飛往巴爾的摩	飛行
從費城晚上7點到波士頓後留下什麼航班	飛行
我想波士頓飛往達拉斯	飛行
什麼美聯航頭等艙機票航班從丹佛到巴爾的摩月3	飛行
從鹽湖城到加州奧克蘭的航班	機票
在哪裡從波士頓到奧克蘭站的航班	飛行
地面交通亞特蘭大	飛機場
從波士頓到華盛頓特區的所有航班十一月十一	飛行
我想再次看到從巴爾的摩到費城的航班	飛行
我需要從印第安納波利斯到多倫多航班上週四早上到達多倫多	飛行
請告訴我從ST往返航班。聖彼得堡多倫多	飛行
顯示來自丹佛的航班到舊金山	飛行
什麼是最昂貴的單程票價從波士頓到亞特蘭大的美國航空公司	飛行
飛行價格從納什維爾飛往克里夫蘭	機票
我想從波士頓飛往奧克蘭從波士頓飛往奧克蘭什麼航空公司	機票
什麼航空公司的交流	飛行
匹茲堡巴爾的摩請一月一個	航空公司
航班從波士頓開始	飛行
是從亞特蘭大到費城的航班	飛行
什麼航班有從密爾沃基到上週六鳳	飛行
我該在亞特蘭大拿到一頓飯BWI飛行東部210	飛行
請告訴我從舊金山到匹茲堡週五的大陸航班	膳食
什麼才是從丹佛飛往匹茲堡最便宜的航班	飛行
列出從波士頓4點之間8抵達亞特蘭大的航班	飛行
沒有任何一家航空公司有一個下午的航班從亞特蘭大到波士頓	飛行
什麼出發飛往舊金山的航班下午4點後，並通過印第安納波利斯飛往華盛頓	航空公司
你能告訴我你每天有一個運行哪些航班從波士頓到舊金山，請	飛行
週二從費城到舊金山第二十三個航班上美國航空公司	飛行
請列出中午前離開丹佛西北航空公司的所有航班	飛行
什麼是可用的成本最低的機票從達拉斯到巴爾的摩航班抵達七月四日	飛行
你能告訴我什麼飛機用於飛行達1222堪薩斯城鹽湖城	機票
告訴我從達拉斯到巴爾的摩最廉價的往返	飛機
什麼車租賃從丹佛機場提供下星期天	飛行
什麼是在達拉斯的汽車租賃率	航空公司
什麼級別的服務做臨時工提供	機票
在ST存在地面運輸。路易	飛行
什麼是對大陸1291往返丹佛舊金山最廉價的往返車費	機票
多少的費用是從波士頓飛往亞特蘭大	機票
哪些城市美國和達美航空服務	機票
告訴我從費城到巴爾的摩的航班	市
哪些航班可以從波士頓到華盛頓下旬第二十五或早期第二十六	飛行
從列出米切爾將軍國際機場到達的航班和離開	飛行
沒事給我在上午飛行時間從匹茲堡九月二十舊金山	飛行
顯示從亞特蘭大飛往舊金山的所有直飛航班	飛行時間
列出所有從丹佛飛往費城國際	飛行
從波士頓單向飛往舊金山，請	飛行
我想從辛辛那提到伯班克的美國航空公司的航班離開這個下午	飛行
